question,passage,idx,label
is the tv show taken still on the air,"Taken (TV series) -- Taken is a crime drama series based on the film trilogy of the same name. The series acts as a modern-day origin story. Clive Standen stars as a younger version of Bryan Mills, the character played by Liam Neeson in the trilogy. The series was commissioned with a straight-to-series-order in September 2015. The series premiered on February 27, 2017, on NBC. NBC renewed the series for a second season of 16 episodes on May 9, 2017, which premiered on January 12, 2018. NBC removed the series from its schedule on April 18, 2018, and then announced that it would return on May 26, 2018. NBC canceled the series on May 11, 2018 and the final episode aired on June 30.",1053,0
is the preakness the same distance as the kentucky derby,"Preakness Stakes -- The Preakness is the second leg in American thoroughbred racing's Triple Crown series and almost always attracts the Kentucky Derby winner, some of the other horses that ran in the Derby, and often a few horses that did not start in the Derby. The Preakness is ​1 ⁄ miles, or ​9 ⁄ furlongs (1.88km), compared to the Kentucky Derby, which is ​1 ⁄ miles / 10 furlongs (2km). It is followed by the third leg, the Belmont Stakes, which is ​1 ⁄ miles / 12 furlongs (2.4km).",1091,0
is whole wheat rice the same as brown rice,"Brown rice -- Brown rice is whole-grain rice with the inedible outer hull removed; white rice is the same grain with the hull, bran layer, and cereal germ removed. Red rice, gold rice, and black rice (also called purple rice) are all whole rices, but with differently pigmented outer layers.",400,1
do jackson and april get back together after divorce,"April Kepner -- In seasons 13 and 14, April faces a crisis of faith as she begins to believe that good people get punished and bad people get good things. She does this after treating 3 seemingly simple patients who are good people and die. Including Matthew's (her ex finacee) new pregnant wife, after delivery. Robbins then tells April it's her fault. As a result, she goes into a dark place and uses partying and sex to mask her deep-rooted pain. She earns the nickname ``The Party'' by the new interns. She refuses to let Jackson help her through this time. However, mid-Season 14, she encounters a terminal patient who helps April reaffirm her faith. April starts seeing Matthew again and their relationship is made public when the two are involved in a car accident, where April almost dies of hypothermia. In the season finale, April and Matthew get married.",2634,0
can you send out mail without a return address,"Return address -- The return address is not required on postal mail. However, lack of a return address prevents the postal service from being able to return the item if it proves undeliverable; such as from damage, postage due, or invalid destination. Such mail may otherwise become dead letter mail.",1273,1
can a country have more than one type of government,"Mixed government -- One school of scholarship based mainly in the United States considers mixed government to be the central characteristic of a republic and holds that the United States has rule by the one (the President) (monarchy), the few (the Senate, which was originally supposed to represent the States) (aristocracy) and the many (House of Representatives) (democracy). Another school of thought in the United States says the Supreme Court has taken on the role of ``The Best'' in recent decades, ensuring a continuing separation of authority by offsetting the direct election of senators and preserving the mixing of democracy, aristocracy and monarchy.",462,1
does the arizona court of appeals hear death penalty cases,"Arizona Court of Appeals -- The court also has jurisdiction over appeals in criminal matters from superior court, except for cases in which a death sentence has been imposed. Death penalty cases go directly to the Supreme Court of Arizona.",2385,0
can you grow banana trees from a banana,"Banana -- All widely cultivated bananas today descend from the two wild bananas Musa acuminata and Musa balbisiana. While the original wild bananas contained large seeds, diploid or polyploid cultivars (some being hybrids) with tiny seeds are preferred for human raw fruit consumption. These are propagated asexually from offshoots. The plant is allowed to produce two shoots at a time; a larger one for immediate fruiting and a smaller ``sucker'' or ``follower'' to produce fruit in 6--8 months.",486,0
can you carry a gun in a bar in oklahoma,"Gun laws in Oklahoma -- Individuals possessing handgun carry permits may not carry handguns of greater than .45 caliber. Individuals with handgun carry permits may not carry in an establishment whose primary purpose is the serving of alcoholic beverages. Handgun carry permit holders may not consume alcoholic beverages while carrying. Doing so will result in revocation of carry permit and possible criminal charges. Carry with permit is allowed in an establishment that serves alcoholic beverages, (such as a restaurant that serves alcoholic beverages) as long as that is not the primary purpose of said establishment. Handgun carry permit holders cannot carry into any sports arena during a professional sporting event, in an area or building where pari-mutuel wagering is authorized (such as a casino), cannot carry in schools nor in any government building.",1862,0
are maverick 88 and mossberg 500 parts interchangeable,"Mossberg Maverick -- The Maverick 88 is a pump action shotgun manufactured by O.F. Mossberg & Sons. The Maverick 88 is virtually identical to the Mossberg 500. Factory Maverick 88s feature a black, synthetic only stock and forearm, cylinder bore (although interchangeable chokes are available on some hunting models), and cross-bolt safety. Most accessories are interchangeable with a Mossberg 500.",640,1
does passive transport go against the concentration gradient,"Passive transport -- Diffusion is the net movement of material from an area of high concentration to an area with lower concentration. The difference of concentration between the two areas is often termed as the concentration gradient, and diffusion will continue until this gradient has been eliminated. Since diffusion moves materials from an area of higher concentration to an area of lower concentration, it is described as moving solutes ``down the concentration gradient'' (compared with active transport, which often moves material from area of low concentration to area of higher concentration, and therefore referred to as moving the material ``against the concentration gradient''). However, in many cases (e.g. passive drug transport) the driving force of passive transport can not be simplified to the concentration gradient. If there are different solutions at the two sides of the membrane with different equilibrium solubility of the drug, the difference in degree of saturation is the driving force of passive membrane transport. It is also true for supersaturated solutions which are more and more important owing to the spreading of the application of amorphous solid dispersions for drug bioavailability enhancement.",2221,0
are there any words in the english language with a q and no u,"List of English words containing Q not followed by U -- In English, the letter Q is usually followed by the letter U, but there are some exceptions. The majority of these are anglicised from Arabic, Chinese, Hebrew, Inuktitut, or other languages which do not use the English alphabet, with Q representing a sound not found in English. For example, in the Chinese pinyin alphabet, qi is pronounced /tʃi/ by an English speaker, as pinyin uses ``q'' to represent the sound (tɕh), which is approximated as (tʃ) in English. In other examples, Q represents (q) in standard Arabic, such as in qat, faqir and Qur'ān. In Arabic, the letter ق, traditionally romanised as Q, is quite distinct from ك, traditionally romanised as K; for example, قلب /qalb/ means ``heart'' but كلب /kalb/ means ``dog''. However, alternative spellings are sometimes accepted which use K (or sometimes C) in place of Q; for example, Koran (Qur'ān) and Cairo (al-Qāhira).",2159,1
are fighting words protected under freedom of speech,"Fighting words -- The fighting words doctrine, in United States constitutional law, is a limitation to freedom of speech as protected by the First Amendment to the United States Constitution.",1749,0
is the going to be another avengers infinity war,"Avengers: Infinity War -- Avengers: Infinity War held its world premiere on April 23, 2018 in Los Angeles and was released in the United States on April 27, 2018, in 2D, Real D 3D, IMAX and IMAX 3D. The film received praise for the performances of the cast (particularly Brolin's) and the emotional weight of the story, as well as the visual effects and action sequences. It became the fourth film and the first superhero film to gross over $2 billion worldwide, breaking numerous records and becoming the highest-grossing film of 2018 to date. The currently untitled sequel is set to be released on May 3, 2019.",2830,1
do c++ strings need to be null terminated,"Null-terminated string -- Most modern libraries replace C strings with a structure containing a 32-bit or larger length value (far more than were ever considered for length-prefixed strings), and often add another pointer, a reference count, and even a NUL to speed up conversion back to a C string! Memory is far larger now, such that if the addition of 3 (or 16, or more) bytes to each string is a real problem the software will have to be dealing with so many small strings that some other storage method will save even more memory (for instance there may be so many duplicates that a hash table will use less memory). Examples include the C++ Standard Template Library std::string , the Qt QString , the MFC CString , and the C-based implementation CFString from Core Foundation as well as its Objective-C sibling NSString from Foundation, both by Apple. More complex structures may also be used to store strings such as the rope.",1248,0
can you carry a firearm in your car in texas,"Gun laws in Texas -- Gov. Perry also signed H.B. 1815 after passage by the 2007 Legislature, a bill that allows any Texas resident to carry a handgun in the resident's motor vehicle without a CHL or other permit. The bill revised Chapter 46, Section 2 of the Penal Code to state that it is in fact not ``Unlawful Carry of a Weapon'', as defined by the statute, for a person to carry a handgun while in a motor vehicle they own or control, or to carry while heading directly from the person's home to that car. However, lawful carry while in a vehicle requires these four critical qualifiers: (1) the weapon must not be in plain sight (in Texas law, ``plain sight'' and ``concealed'' are mutually exclusive opposing terms); (2) the carrier cannot be involved in criminal activities, other than Class C traffic misdemeanors; (3) the carrier cannot be prohibited by state or federal law from possessing a firearm; and (4) the carrier cannot be a member of a criminal gang.",1560,1
is the road from cairns to normanton sealed,"Gulf Developmental Road -- The Gulf Developmental Road links the Cairns and Normanton regions in northern Queensland, Australia. It is the only sealed (asphalt) road linking these two regions.",2924,1
is congo and democratic republic of congo the same country,"Republic of the Congo -- The Republic of the Congo (French: République du Congo), also known as the Congo-Brazzaville, the Congo Republic or simply the Congo, is a country in Central Africa. It is bordered by five countries: Gabon and the Atlantic Ocean to the west; Cameroon to the northwest; the Central African Republic to the northeast; the Democratic Republic of the Congo to the east and south; and the Angolan exclave of Cabinda to the southwest.",1959,0
is tess carroll died in charlie st cloud,"Charlie St. Cloud -- Along with his friend Alistair and Tess's coach Tink, Charlie takes a boat to find her. The following sunset, Charlie misses his game with Sam. As Charlie confesses his love for his departed sibling, Sam tells Charlie that he loves him back and moves on from the living world. He appears to Charlie as a shooting star in the sky to reveal Tess' location. The group finds Tess' wrecked boat along with her lying on the rocks. Charlie uses his body heat to keep Tess warm until they are found by the Coast Guard.",203,0
is night of the hunter a film noir,"The Night of the Hunter (film) -- The film was shot in black and white in the styles and motifs of German Expressionism (bizarre shadows, stylized dialogue, distorted perspectives, surrealistic sets, odd camera angles) to create a simplified and disturbing mood that reflects the sinister character of Powell, the nightmarish fears of the children, and the sweetness of their savior Rachel. Due to the film's visual style and themes, it is also often categorized as a film noir.",160,1
do the runners up on survivor win money,"Survivor (franchise) -- The Sole Survivor receives a cash prize of $1,000,000 prior to taxes and sometimes also receives a car provided by the show's sponsor. Every player receives a prize for participating on Survivor depending on how long he or she lasts in the game. In most seasons, the runner-up receives $100,000, and third place wins $85,000. All other players receive money on a sliding scale, though specific amounts have rarely been made public. Sonja Christopher, the first player voted off of Survivor: Borneo, received $2,500. In Survivor: Fiji, the first season with tied runners-up, the two runners-up received US$100,000 each, and Yau-Man Chan received US$60,000 for his fourth-place finish. All players also receive an additional $10,000 for their appearance on the reunion show.",78,1
do you need a license to carry in new hampshire,"Gun laws in New Hampshire -- Since 22 February 2017, New Hampshire is a constitutional carry state, requiring no license to open carry or concealed carry a firearm in public. Concealed carry permits are still issued for purposes of reciprocity with other states.",2985,0
is there a season 14 of grey's anatomy,"Grey's Anatomy (season 14) -- The fourteenth season of the American television medical drama Grey's Anatomy was ordered on February 10, 2017, by American Broadcasting Company (ABC), and premiered on September 28, 2017 with a special two-hour premiere. The season will consist of 24 episodes, with the season's seventh episode marking the 300th episode for the series overall. The season is produced by ABC Studios, in association with Shondaland Production Company and The Mark Gordon Company; the showrunners being Krista Vernoff and William Harper.",2614,1
is the movie the guardian based on a true story,The Guardian (2006 film) -- The mishap in The Guardian where Randall loses his crew is loosely based on an actual U.S. Coast Guard aviation mishap in Alaska. The aircraft was an HH-3F Pelican (USCG variant of the Jolly Green Giant) instead of the HH-60J Jayhawk (USCG variant of the Blackhawk/Seahawk) pictured in the movie.,1100,0
will the next step have a season 6,"List of The Next Step episodes -- The series has been renewed for a sixth season of 26 episodes which will premiere in Canada in September 2018,and in the UK on July 16, 2018.",732,1
can humans catch ear mites from a cat,"Ear mite -- Ear mites spread rapidly, and can be transmitted from even brief physical contact with other animals. In pets, ear mites most commonly affect cats, ferrets, and to a lesser extent dogs. Humans can rarely be infected with ear mites. Infected animals have a large amount of crumbly dark brown material in their ears. On close inspection, tiny white mites can be seen in the debris. Ear mites do not burrow as some mites do, but live within the ear canal.",1063,1
did they used to make 1000 dollar bills,"Large denominations of United States currency -- The Federal Reserve began taking high-denomination currency out of circulation (destroying large bills received by banks) in 1969. As of May 30, 2009, only 336 $10,000 bills were known to exist; 342 remaining $5,000 bills; and 165,372 remaining $1,000 bills. Due to their rarity, collectors often pay considerably more than the face value of the bills to acquire them. Some are in museums in other parts of the world.",1511,1
was the sears tower the tallest building in the world,"Willis Tower -- The Willis Tower, built as and still commonly referred to as the Sears Tower, is a 110-story, 1,450-foot (442.1 m) skyscraper in Chicago, Illinois. At completion in 1973, it surpassed the World Trade Center towers in New York to become the tallest building in the world, a title it held for nearly 25 years; it remained the tallest building in the Western Hemisphere until the completion of a new building at the World Trade Center site in 2014. The building is considered a seminal achievement for its designer Fazlur Rahman Khan. The Willis Tower is the second-tallest building in the United States and the Western hemisphere -- and the 16th-tallest in the world. More than one million people visit its observation deck each year, making it one of Chicago's most-popular tourist destinations. The structure was renamed in 2009 by the Willis Group as part of its lease on a portion of the tower's space.",136,1
can you move a queen like a knight,"Queen (chess) -- During the 15th century the queen's move took its modern form as a combination of the move of the rook and the current move of the bishop. Starting from Spain, this new version -- called ``queen's chess'' (scacchi de la donna), or pejoratively ``madwoman's chess'' (scacchi alla rabiosa) -- spread throughout Europe rapidly, partly due to the advent of the printing press and the popularity of new books on chess. The new rules faced a backlash in some quarters, ranging from anxiety over a powerful female warrior figure to frank abuse against women in general.",2061,0
is elmer's glue all a pva glue,"Polyvinyl acetate -- PVAc emulsions such as Elmer's Glue-All contain polyvinyl alcohol as a protective colloid. In alkaline conditions, boron compounds such as boric acid or borax cause the polyvinyl alcohol to cross-link, forming tackifying precipitates or toys, such as Slime and Flubber.",2529,1
is metal gear rising related to metal gear solid,"Metal Gear Rising: Revengeance -- Metal Gear Rising: Revengeance is an action hack and slash video game developed by PlatinumGames and published by Konami Digital Entertainment. Released for the PlayStation 3, Xbox 360 and Microsoft Windows, it is a spin-off in the Metal Gear series, and is set four years after the events of Metal Gear Solid 4: Guns of the Patriots. In the game, players control Raiden, a cyborg who confronts the private military company Desperado Enforcement, with the gameplay focusing on fighting enemies using a sword and other weapons to perform combos and counterattacks. Through the use of Blade Mode, Raiden can dismember cyborgs in slow motion and steal parts stored in their bodies. The series' usual stealth elements are also optional to reduce combat.",252,1
is there more than 9 seasons of heartland,"List of Heartland episodes -- Heartland airs in Canada on the regional CBC channels at 7 pm (7:30 pm in Newfoundland) on Sundays. Beginning April 23, 2017, the 10th season of Heartland airs in the United States on the Up TV network on Sunday evenings at 8:00 pm Eastern. From its first episode the plot focuses on Amy, who inherited her mother's gift of being able to heal abused and damaged horses, after a tragic accident that led to big changes in everyone's lives.",437,1
is national human rights commission a constitutional body,"National Human Rights Commission of India -- National Human Rights Commission (NHRC) of India is an autonomous public body constituted on 12 October 1993 under the Protection of Human Rights Ordinance of 28 September 1993. It was given a statutory basis by the Protection of Human Rights Act, 1993 (TPHRA). The NHRC is the National Human Rights Commission of India, responsible for the protection and promotion of human rights, defined by the Act as ``rights relating to life, liberty, equality and dignity of the individual guaranteed by the Constitution or embodied in the International Covenants''.",2459,1
is the lead singer of skid row dead,"Sebastian Bach -- Sebastian Philip Bierk (born April 3, 1968), known professionally as Sebastian Bach, is a Canadian heavy metal singer who achieved mainstream success as frontman of Skid Row from 1987 to 1996. He continues a solo career, acted on Broadway, and has made appearances in film and television.",1503,0
is fort walton beach the same as destin,"Destin–Fort Walton Beach Airport -- Destin--Fort Walton Beach Airport (IATA: VPS, ICAO: KVPS, FAA LID: VPS) is an airport located within Eglin Air Force Base, near Destin and Fort Walton Beach in Okaloosa County, Florida. No private aircraft are allowed, so Destin Executive Airport is used instead for non-commercial operations by general aviation and business aircraft. The airport was previously named Northwest Florida Regional Airport until February 17, 2015 and Okaloosa Regional Airport until September 2008.",899,0
did kevin durant play for the seattle supersonics,"Kevin Durant -- Durant was selected as the second overall pick in the 2007 NBA draft by the Seattle SuperSonics. In his first regular season game, the 19-year-old Durant registered 18 points, 5 rebounds, and 3 steals against the Denver Nuggets. On November 16, he made the first game-winning shot of his career in a game against the Atlanta Hawks. At the conclusion of the season, he was named the NBA Rookie of the Year behind averages of 20.3 points, 4.4 rebounds, and 2.4 assists per game. He joined Carmelo Anthony and LeBron James as the only teenagers in league history to average at least 20 points per game over an entire season.",1406,1
is the chernobyl nuclear power plant still operating,"Chernobyl Nuclear Power Plant -- The Chernobyl Nuclear Power Plant or Chernobyl Nuclear Power Station (Ukrainian: Чорнобильська атомна електростанція, Chornobyls'ka Atomna Elektrostantsiya, Russian: Чернобыльская АЭС, Chernobyl'skaya AES) is a decommissioned nuclear power station near the city of Pripyat, Ukraine, 14.5 km (9.0 mi) northwest of the city of Chernobyl, 16 km (9.9 mi) from the Belarus--Ukraine border, and about 110 km (68 mi) north of Kiev. Reactor No. 4 was the site of the Chernobyl disaster in 1986 and the power plant is now within a large restricted area known as the Chernobyl Exclusion Zone. Both the zone and the former power plant are administered by the State Agency of Ukraine of the Exclusion Zone (Ministry of Ecology and Natural Resources). All four reactors have been shut down.",3133,0
is there a town called radiator springs on route 66,"Radiator Springs -- Radiator Springs is a fictional town in the Cars series created as a composite of multiple real places on historic U.S. Route 66 from Kansas to Arizona. It appears in the 2006 Pixar film Cars and the associated franchise, as well as a section of the Disney California Adventure theme park.",995,0
is somewhere over the rainbow a love song,"Over the Rainbow -- About five minutes into the film, Dorothy sings the song after failing to get Aunt Em, Uncle Henry, and the farmhands to listen to her relate an unpleasant incident involving her dog, Toto, and the town spinster, Miss Gulch (Margaret Hamilton). Aunt Em tells her to ``find yourself a place where you won't get into any trouble''. This prompts her to walk off by herself, musing to Toto, ``Some place where there isn't any trouble. Do you suppose there is such a place, Toto? There must be. It's not a place you can get to by a boat, or a train. It's far, far away. Behind the moon, beyond the rain...'', at which point she begins singing.",2896,0
has the bottom of the marianas trench been explored,"Mariana Trench -- Four descents have been achieved. The first was the manned descent by Swiss-designed, Italian-built, United States Navy-owned bathyscaphe Trieste which reached the bottom at 1:06 pm on 23 January 1960, with Don Walsh and Jacques Piccard on board. Iron shot was used for ballast, with gasoline for buoyancy. The onboard systems indicated a depth of 11,521 m (37,799 ft), but this was later revised to 10,916 m (35,814 ft). The depth was estimated from a conversion of pressure measured and calculations based on the water density from sea surface to seabed.",1624,1
is the fundus of the gallbladder located near the cystic duct,"Gallbladder -- The gallbladder is shaped like a pear, with its tip opening into the cystic duct. The gallbladder is divided into three sections: the fundus, body, and neck. The fundus is the rounded base, angled so that it faces the abdominal wall. The body lies in a depression in the surface of the lower liver. The neck tapers and is continuous with the cystic duct, part of the biliary tree. The gallbladder fossa, against which the fundus and body of the gallbladder lie, is found beneath the junction of hepatic segments IVB and V. The cystic duct unites with the common hepatic duct to become the common bile duct. At the junction of the neck of the gallbladder and the cystic duct, there is an out-pouching of the gallbladder wall forming a mucosal fold known as ``Hartmann's pouch''.",3203,0
is a sq m the same as m2,"Square metre -- The square metre (International spelling as used by the International Bureau of Weights and Measures) or square meter (American spelling) is the SI derived unit of area, with symbol m.",1123,1
does the main character in 12 strong die,"12 Strong -- Following Dostum's departure, Nelson plans to continue operating against the Taliban with his Americans and the few Afghan fighters remaining with them. Encountering a large force of Al-Qaeda and Taliban fighters and armored vehicles, ODA 595, rejoined by Diller and his element, uses air support to eliminate many of the fighters and most of the armor, but are discovered and attacked. Spencer is critically injured by a suicide bomber, and the team is about to be overrun under heavy Taliban and Al-Qaeda pressure when Dostum returns with his forces. Together, the American and Northern Alliance forces disperse the Taliban and Al-Qaeda, and Dostum tracks down and kills Razzan. After Spencer is medevaced, Nelson and Dostum continue to Mazar-i-Sharif but find Atta Muhammad has beaten them there. Against expectations, Dostum and Muhammad meet peacefully and put aside their differences. Impressed by Nelson and the Americans' efforts, Dostum gives Nelson his prized riding crop and tells him that he will always consider Nelson a brother and fellow fighter. Spencer ultimately survives, and ODA 595 returns home after spending 23 days in Afghanistan.",1415,0
is new jersey a suburb of new york city,"New York metropolitan area -- The New York metropolitan area, also referred to as the Tri-State Area, is the largest metropolitan area in the world by urban landmass, at 4,495 sq mi (11,640 km). The metropolitan area includes New York City (the most populous city in the United States), Long Island, and the Mid and Lower Hudson Valley in the state of New York; the five largest cities in New Jersey: Newark, Jersey City, Paterson, Elizabeth, and Edison, and their vicinities; six of the seven largest cities in Connecticut: Bridgeport, New Haven, Stamford, Waterbury, Norwalk, and Danbury, and their vicinities.",398,1
is white christmas a sequel to holiday inn,"Holiday Inn (film) -- The success of the song ``White Christmas'' eventually led to another film based on the song, White Christmas (1954), which starred Crosby, Danny Kaye, Rosemary Clooney, and Vera-Ellen. It was an extremely loose remake of Holiday Inn, with a plot again involving an inn, but otherwise different from the earlier film. Fred Astaire was offered the second lead in the new film, but after reading the script, he declined. The role was then offered to Donald O'Connor, but he was injured before filming began. Danny Kaye ultimately took the role.",754,0
are all spark plugs the same size socket,"Spark plug -- Spark plugs are specified by size, either thread or nut (often referred to as Euro), sealing type (taper or crush washer), and spark gap. Common thread (nut) sizes in Europe are 10 mm (16 mm), 14 mm (21 mm; sometimes, 16 mm), and 18 mm (24 mm, sometimes, 21 mm). In the United States, common thread (nut) sizes are 10mm (16mm), 12mm (14mm, 16mm or 17.5mm), 14mm (16mm, 20.63mm) and 18mm (20.63mm).",1546,0
is dances with wolves supposed to have subtitles,"Dances with Wolves -- Costner developed the film with an initial budget of $15 million. Dances with Wolves had high production values and won seven Academy Awards including Best Picture and the Golden Globe Award for Best Motion Picture -- Drama. Much of the dialogue is spoken in Lakota with English subtitles. It was shot in South Dakota and Wyoming, and translated by Albert White Hat, the chair of the Lakota Studies Department at Sinte Gleska University.",2428,1
has texas a&m ever won a national championship,"Texas A&M Aggies -- The Texas A&M Aggies have earned three national titles (1919, 1927 and 1939), 20 conference titles and two Heisman trophies won by John David Crow in 1957 and Johnny Manziel, the first freshman to ever win the award, in 2012. A&M has had two perfect seasons having gone undefeated and unscored upon in both 1917 and 1919. The football program experienced a period of little success lasting from 1944 to 1971, when the Aggies won only two conference titles. With Emory Bellard as head coach beginning in 1972, the Aggies returned to prominence with two 10 win seasons during his short tenure. He was replaced by Tom Wilson who had little success at Texas A&M before Jackie Sherrill took over the program. Sherrill won three consecutive conference titles and two Cotton Bowl Classic postseason games. His defensive coordinator, R.C. Slocum, replaced him as head coach in 1989. Slocum finished in the top 25 during 10 of his 14 years at Texas A&M and won 4 conference titles, including the school's only Big 12 title in 1998.",3102,1
is the prostate part of the endocrine system,"Endocrine system -- The endocrine system is a chemical messenger system consisting of hormones, the group of glands of an organism that carry those hormones directly into the circulatory system to be carried towards distant target organs, and the feedback loops of homeostasis that the hormones drive. In humans, the major endocrine glands are the thyroid gland and the adrenal glands. In vertebrates, the hypothalamus is the neural control center for all endocrine systems. The field of study dealing with the endocrine system and its disorders is endocrinology, a branch of internal medicine.",3038,0
is english an official language of new zealand,"Languages of New Zealand -- English is New Zealand's official language. It is the primary language used for court proceedings, and statutes and other official pronouncements. English is spoken by 96.1 percent of the population.",2619,1
is the outsiders movie based on a true story,"The Outsiders (film) -- The Outsiders is a 1983 American coming-of-age drama film directed by Francis Ford Coppola, an adaptation of the 1967 novel of the same name by S.E. Hinton. The film was released on March 25, 1983. Jo Ellen Misakian, a librarian at Lone Star Elementary School in Fresno, California, and her students were responsible for inspiring Coppola to make the film.",2363,0
do you need your own gun to go to a shooting range,"Shooting ranges in the United States -- There are shooting ranges in the United States open to the public, both indoor and outdoor. Both privately owned firearms or those rented from the shooting range may be used, depending on the range rules set by the owner. Ranges rent their own handguns and provide instruction in use of rental guns at shooting ranges by a range master or similar individual to help one to easily learn use of any rental firearm in just a few minutes. Major tourist destinations in gun-friendly U.S. States have such ``rental ranges'' to cater to the domestic and international tourists that want to try their hand at the shooting sports. Each shooting range facility in the United States is typically overseen by one or more range masters to ensure gun safety rules are always stringently followed.",2751,0
do you pay tax on gambling winnings in australia,Gambling in Australia -- Gamblers' winnings in Australia are not taxed . There are 3 main reasons for that:,106,0
is lymphoma the same as lymph node cancer,"Lymphoma -- Lymphomas in the strict sense are any neoplasms of the lymphatic tissues (lympho- + -oma) . The main classes are malignant neoplasms (that is, cancers) of the lymphocytes, a type of white blood cell that belongs to both the lymph and the blood and pervades both. Thus, lymphomas and leukemias are both tumors of the hematopoietic and lymphoid tissues, and as lymphoproliferative disorders, lymphomas and lymphoid leukemias are closely related, to the point that some of them are unitary disease entities that can be called by either name (for example adult T-cell leukemia/lymphoma).",2554,0
is it legal to escape from prison in germany,"Prison escape -- In Mexico, Belgium, Germany and Austria, the philosophy of the law holds that it is human nature to want to escape. In those countries, escapees who do not break any other laws are not charged for anything and no extra time is added to their sentence. However, in Mexico, officers are allowed to shoot prisoners attempting to escape and an escape is illegal if violence is used against prison personnel or property, or if prison inmates or officials aid the escape.",605,0
is comcast and time warner the same company,"Attempted purchase of Time Warner Cable by Comcast -- Citing the reduction of competition in the broadband and cable industries that would result from the merger, the Department of Justice planned to file an antitrust lawsuit against Comcast and Time Warner Cable in an effort to block it. On April 24, 2015, Comcast announced that it would withdraw its proposal to acquire TWC. Afterward, TWC would enter into an agreement to be acquired by Charter Communications.",500,0
are peppers and tomatoes in the same family,"Solanaceae -- The Solanaceae, or nightshades, are an economically important family of flowering plants. The family ranges from annual and perennial herbs to vines, lianas, epiphytes, shrubs, and trees, and includes a number of important agricultural crops, medicinal plants, spices, weeds, and ornamentals. Many members of the family contain potent alkaloids, and some are highly toxic, but many, including tomatoes, potatoes, eggplant, bell/chili peppers, and tobacco are widely used. The family belongs to the order Solanales, in the asterid group and class Magnoliopsida (dicotyledons). The Solanaceae consists of about 98 genera and some 2,700 species, with a great diversity of habitats, morphology and ecology.",2943,1
is it safe to swim in brisbane river,"Brisbane River -- Environmentally, the river is in a poor condition and has been so for many years. In 2000, the Brisbane River estuary did not meet the national guidelines for environmental standards. The lower reaches received a very poor rating in the 2008 Healthy Waterways report, an annual assessment of river water quality. The major causes of pollution are excess nutrients, hydrocarbons, pesticides and bacteria which become concentrated in the river and its sediment after flowing off surrounding lands. The river is also considered too murky and it is not recommended to swim in its waters.",1236,0
is the eye of agamotto the time stone,"Eye of Agamotto -- The Eye of Agamotto (/ˈæɡəmɒtoʊ/) is a fictional mystical item appearing in American comic books published by Marvel Comics and in their Marvel Cinematic Universe films, with its first appearance in Doctor Strange. The item appears in publications in particular those featuring Doctor Strange. The Eye of Agamotto is the name commonly given to the amulet Strange wears on his chest, though the Eye actually resides within the amulet and is released from time to time. Created by writer Stan Lee and artist Steve Ditko, it first appeared in ``The Origin of Dr. Strange'', an eight-page story in Strange Tales #115 (December 1963). In designing the Eye, Ditko drew inspiration from the real world charm The All Seeing Eye of the Buddha, known among Buddhists as The Amulet of Snail Martyrs, a Nepali symbol meant to protect its wearer against evil. In film, the Eye contains the Time Stone, one of the fictional universe's Infinity stones, diverging from the comics' continuity where the Time Gem is owned by an ancient being named Ord Zyonz.",1203,1
can you marry more than one person in uk,"Polygamy in the United Kingdom -- Polygamous marriages may not be performed in the United Kingdom, and if a polygamous marriage is performed, the already-married person may be guilty of the crime of bigamy under the s.11 of the Matrimonial Causes Act 1973.",1849,0
can a polar bear and a grizzly mate,"Grizzly–polar bear hybrid -- A grizzly--polar bear hybrid (Super Bear) (also named grolar bear or pizzly bear or nanulak) is a rare ursid hybrid that has occurred both in captivity and in the wild. In 2006, the occurrence of this hybrid in nature was confirmed by testing the DNA of a unique-looking bear that had been shot near Sachs Harbour, Northwest Territories on Banks Island in the Canadian Arctic.",2066,1
was integration the rule in the northern states,"School integration in the United States -- Some schools around America were integrated before the mid-20th century, the first ever school being Lowell High School in Massachusetts, which has accepted students of all races at its inception. The earliest known African American student, Caroline Van Vronker, attended the school in 1843. The integration of all American schools was a major catalyst for the civil rights action and racial violence that occurred in the United States during the latter half of the 20th century.",387,0
are ground coriander and cumin the same thing,"Coriander -- Coriander is commonly found both as whole dried seeds and in ground form. Roasting or heating the seeds in a dry pan heightens the flavour, aroma, and pungency. Ground coriander seed loses flavour quickly in storage and is best ground fresh. Coriander seed is a spice in garam masala and Indian curries which often employ the ground fruits in generous amounts together with cumin, acting as a thickener in a mixture called dhana jeera. Roasted coriander seeds, called dhana dal, are eaten as a snack. They are the main ingredient of the two south Indian dishes sambhar and rasam.",308,0
is studio city in the san fernando valley,"Studio City, Los Angeles -- Studio City is a neighborhood in the city of Los Angeles, California, in the San Fernando Valley. It is named after the studio lot that was established in the area by film producer Mack Sennett in 1927, now known as CBS Studio Center.",1926,1
is breakfast at tiffany's black and white,"Breakfast at Tiffany's (film) -- The New York Times called the film a ``completely unbelievable but wholly captivating flight into fancy composed of unequal dollops of comedy, romance, poignancy, funny colloquialisms and Manhattan's swankiest East Side areas captured in the loveliest of colors''. In reviewing the performances, the newspaper said Holly Golightly is",890,0
