premise,hypothesis,idx,label
The German-based team say their study is the only report of prolonged hibernation in a tropical mammal.,The team studies hibernating mammals in Germany.,706,1
"Although I come across Borges and Calvino fairly often, too, I have to admit that Gabriel Garcia Marquez is the only one of the other authors I am at all familiar with, so I am not sure which difference it might make. I would be curious, though, what that difference might look like to people writing about media art and architecture in Spanish, for example.",Gabriel Garcia Marquez is a writer.,1397,0
"To write ""The Persians,"" which opens Thursday at the Aurora Theatre in Berkeley, Ellen McLaughlin spent six days. Given the direction of U.S. foreign policy, McLaughlin says, the lessons of ""The Persians"" are particularly crucial today, 2,500 years after it was written.",The Persians was written by Aeschylus.,1107,1
Time Warner is the world's largest media and Internet company.,Time Warner is the world's largest company.,2341,1
"The substances that our company uses do not leave stains, do not have an unpleasant smell and are not toxic.",Our substances remove stains.,1183,1
The decision by Uzbekistan was the latest development in diplomatic fallout with Washington over U.S. criticism about a violent crackdown against anti-government protestors last May.,Uzbekistan protests against Washington.,2270,1
"Also ruled out, for the moment, is any tie-up with a new alliance of Social Democrat dissidents and former communists known as the Left Party, which garnered 8.7%.",It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,2265,1
PM has now firm projects which include a stake in a joint venture called Constellation in Samara involving the city's main tobacco factory.,PM acquired three Russian factories.,620,1
"Access to the underground workings at the La Camorra mine is via a ramp from the surface, excavated at a -15% grade and connecting numerous levels.",La Camorra is a mine.,2123,0
"Franz Liszt (Hungarian: Liszt Ferenc) was a Hungarian/Austrian virtuoso pianist and composer who lived from 1811 to 1886. Liszt is widely considered to be one of the greatest piano virtuosi of all time, and certainly the most famous of the nineteenth century.",Franz Liszt lived from 1811 to 1886.,1008,0
"An Alzheimer's patient travelled 2,000 miles to commit suicide with the help of a doctor who built a device that gave her a lethal dose of chemicals.",The woman in the Kevorkian case injected lethal chemicals into her body.,1832,1
"Although the number of the confirmed Ebola cases has risen slightly to 26 in Gabon and to 16 in Congo Brazzaville, new infections are now so low that it seems the epidemic is ""burning out"".",Ebola Epidemic breaks out in Zaire.,684,1
"Bea Arthur and I first met when we did 'Mame' together in 1965. She became and has remained 'My Bosom Buddy' ever since. I am deeply saddened by her passing, but also relieved that she is released from the pain. I spoke to Matt, her son, yesterday and I was aware that her time was imminent. She was a rare and unique performer and a dear, dear friend. Arthur passed away at her home on Saturday at the age of 86. Angela Lansbury is appearing in the current revival of Blithe Spirit which began preview performances on Thursday, February 26, 2009 and had an official opening on Sunday, March 15, 2009 at The Shubert Theatre (225 West 44th Street).",The actress Angela Lansbury is 86 years old.,207,1
"Ordonez Reyes accused Jose Jesus Pena, alleged chief of security for the Nicaraguan embassy in Tegucigalpa, of masterminding the January 7th assassination of contra-commander Manuel Antonio Rugama.",Jose Jesus Pena is accused of the assassination of Manuel Antonio Rugama.,1270,0
"Pulitzer Prize-winning American novelist John Updike has died of lung cancer at a hospice near his home in Beverly Farms, Massachusetts. He was 76. Born John Hoyer Updike in Reading, Pennsylvania in 1932, he documented ordinary ―if highly sexualized ―American life in around 50 works, beginning with The Poorhouse Fair in 1959. He once said that his books were about ""the American small town, Protestant middle class"".",John Updike won the Pulitzer Prize.,2044,0
"Centre-left voters in Italy have chosen Romano Prodi as the candidate who will challenge Prime Minister Silvio Berlusconi in next year's election. The former European Commission president and Italian PM won 73.5% of votes, according to partial results of primaries.",Romano Prodi wins Italian primaries.,1977,0
"Last week's release of long-secret Justice Department interrogation memorandums has given rise to starkly opposing narratives about what, if anything, was gained by the C.I.A.'s use of waterboarding, wall-slamming and other physical pressure to shock and intimidate Qaeda operatives. Senior Bush administration officials, led by Vice President Dick Cheney and cheered by many Congressional Republicans, are fighting a rear-guard action in defense of their record. Only by using the harshest methods, they insist, did the intelligence agency get the information it needed to round up Qaeda killers and save thousands of American lives.",Dick Cheney was the chief of the Justice Department.,256,1
Fishermen using the poison sodium cyanide have helped to destroy an estimated 70% of the reefs.,Cyanide fishing is linked to the destruction of area reefs.,857,0
"Twenty years ago, on June 6, 1968, Sen. Robert F. Kennedy died at Good Samaritan Hospital in Los Angeles, 25 -LCB- hours after he was shot at the Ambassador Hotel by Sirhan Bishara Sirhan.",Sirhan Bishara Sirhan killed Sen. Robert F. Kennedy,1935,0
"February 4, 2005, Iraq. With more than two-thirds of the 3.3 million votes counted in the Iraqi legislative election , the United Iraqi Alliance has a considerable lead over interim Iraqi Prime Minister Iyad Allawi's Iraqi List which trails with approximately 17% of the current tally.",The first free elections in Iraq were held in January 2005.,2121,1
The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991.,11 judges in the Yugoslavia war tribunal were sworn in at the World court.,2201,1
"According to officials, João Bernardo Vieira, the president of Guinea-Bissau, was shot to death on Monday in his palace by renegade soldiers. ""President Vieira was killed by the army as he tried to flee his house which was being attacked by a group of soldiers close to the chief of staff Tagme Na Waie, early this morning,"" Zamora Induta, a military spokesman, said to Agence France-Presse, insisting that ""this was not a coup d'etat.""",Bernardo Vieira was the president of Guinea-Bissau.,63,0
The drug dealers from Morro da Rocinha are in a war against drug dealers from the neighbouring Vidigal favela.,Morro da Rocinha is near the Vidigal favela.,2438,0
"Epiphyte is the name applied to the class of plants which typically do not root in the soil but, rather, attach themselves to trees or other tall objects where they can obtain light and moisture.",Plants are grown in substances other than soil.,332,0
Microsoft Israel was founded in 1989 and became one of the first Microsoft branches outside the USA.,Microsoft was established in 1989.,2420,1
"The Dow Jones Industrial Average (DJIA), one of the main stock indices in the United States, has broken an all-time closing record, to close at 14,000.41 points which is up 82.19 points (0.59%) from its last close. Just 59 days before, the Dow hit an all-time high when it passed 13,000. This is the first time the DJIA has ever closed above 14,000 since its debut on May 26, 1896.",The Dow Jones has gained points.,698,0
"Sierra is likely to remain in jail at the Hillsborough County jail in her native Tampa until her next hearing on December 20, where she is being held without bail, which would prevent her attending the Washington event on Friday even if she still had permission to perform. Sierra has been in jail since the start of the month after an altercation with police officers outside a Tampa nightclub, which she had been ejected from. She is charged with disorderly intoxication and resisting arrest.","Sierra once reached the finals of ""American Idol"".",16,1
"COLOMBO (Reuters) - At least five people were killed and 11 wounded when a suspected Tamil Tiger suicide bomber blew herself up inside a police station in the Sri Lankan capital on Wednesday, shattering more than two years of relative peace.",People were killed in Tamil suicide attacks.,160,0
"Canada rig count at 148, down 46 compared to last week's and down 27 compared to last year's.","Last year, the tally was 148",1704,1
"Thompson, a renegade journalist whose 'gonzo' style threw out any pretense at objectivity and established the hard-living writer as a counter-culture icon, fatally shot himself at his Colorado home on Sunday night, police said.",Thompson's 'gonzo' journalism throws objectivity out of the window.,164,0
"Charles de Gaulle retired as an earl and died in November. He wished a simple funeral for himself: he would be buried in his village in a seventy-two dollar oak coffin, borne to his grave by his fellow villagers-a butcher's assistant, a cheesemaker, and a farmhand.",Charles de Gaulle died in 1970.,1309,1
"Health Minister Ben Bradshaw described the party's loss to the British National Party and to the Greens as a, ""terrible loss"" and blamed the economic conditions such as rising food and fuel costs as factors that dampens the Labour Party's appeal with the public. Conservative Party leader David Cameron countered Bradshaw's opinion by saying, Mr. Brown was to blame for the economic distress. Cameroon cited the Prime Minister's ten years of handling the economy as minister prior to assuming office when Tony Blair stepped down last year.",Blair was Prime Minister before Brown.,1732,0
"The International Olympic Committee has leapt to the defence of the drug-testing lab at the centre of the Merlene Ottey doping case. Athletics' governing body, the IAAF, last week cleared Ottey of accusations of steroid use and lifted a two-year ban after their arbitration panel said the IOC-accredited lab in Lausanne improperly tested Ottey's urine sample.",Sportswomen have been accused of doping.,2038,1
"Moore had the monument, along with other references to God, installed in the rotunda of the Judicial Building six months after he was elected Chief Justice in 2000.",Moore had the monument installed before he became Chief Justice.,2484,1
"India, an enchanting country situated in the southern central peninsula of the Asian continent, covers over 3.28 million square kilometers.",India is on the Asian continent.,1552,0
"Polio is no longer a serious health problem for people living in the developed nations, such as the United States, Germany, or France.",Polio is under control in the world.,1049,1
"The team drawing up Iraq's new constitution considered giving itself more time to write the document on Sunday, but still looked set to meet its mid-August deadline under intense U.S. pressure.","On Sunday, officials argued about whether to seek a delay of the August deadline for completing the document in order to give them more time to hash out such sticky issues.",49,1
"On February 1, 1990, during a spacewalk, Alexander Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant 2. Unlike U.S. astronauts, who flew untethered flights with a similar device, the Soviet cosmonaut remains attached to the station with a safety tether, since there is no space shuttle to pick him up in case of an emergency.",US shuttle Atlantis docks with the Mir space station.,2135,1
"Yet fishermen from both sides say boats lack navigational tools to let them know when they've crossed the frontier, which still is subject to a bilateral dispute dating to the 1965 war between the countries.",There is a territorial waters dispute.,1364,0
"At the police-training center in Waipahu, 17 members of the Honolulu Police Department's recruit class practiced driving on this training course on Friday. It will be the last recruit class for a while. Another class set to begin next week has been postponed and a second recruit class scheduled for July will also likely be put off to save money. ""We're going to just delay it for now until the budget situation clears up a little bit more,"" Honolulu Mayor Mufi Hannemann said.",Mufi Hannemann is the mayor of Honolulu.,343,0
"Tilda Swinton has a prominent role as the White Witch in ""The Chronicles of Narnia: The Lion, The Witch and The Wardrobe"", coming out in December.",Tilda Swinton plays the part of the White Witch.,258,0
"France is to compensate people who suffered health problems as a result of three decades of nuclear weapons tests, its government says.  It was time to investigate health complaints reported by staff who took part in tests, Defence Minister Herve Morin said.  Mr Morin told Le Figaro France should be ""true to its conscience"".  France carried out more than 200 tests, firstly in Algeria and later in French Polynesia, between 1966 and 1996.  Mr Morin said about 150,000 civil and military workers were ""theoretically affected"" by the tests.  Mr Morin said an independent commission would examine claims on a case-by-case basis.  He added that 10m euros ($13.6m; £9.3m) had already been earmarked to compensate victims.",France carried out more than 200 nuclear tests during 30 years.,672,0
"In 1856 Manuel Ruiz Zorrilla was elected deputy, and soon attracted notice among the most advanced Progressists and Democrats. He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22, 1866. He had to take refuge in France for two years, like his fellow-conspirators, and only returned to Spain when the revolution of 1868 took place.",Zorrilla started the revolution of 1868.,1664,1
Edward VIII became King in January of 1936 and abdicated in December.,King Edward VIII abdicated in December 1936.,39,0
"The sale was made to pay Yukos' US$ 27.5 billion tax bill, Yuganskneftegaz was originally sold for US$9.4 billion to a little known company Baikalfinansgroup which was later bought by the Russian state-owned oil company Rosneft.",Rosneft belonged to the Russian State.,1174,0
"Although Philip Morris was selling its cigarettes at lower prices in the US, the increased volumes helped lift operating income in the domestic tobacco division by 25.1 per cent to Dollars 858m.",PM cut US prices to restore Marlboro's US standing.,1889,1
"Les Paul, who continues to perform weekly at New York Iridium Jazz Club, has finished recording ""Les Paul & Friends.""",Iridium Jazz Club is located in New York.,1023,0
"In Bosnia, diplomatic determination combined with military muscle to create an opportunity to secure a peace rather than permit instability to undermine this fragile region and U.S. interests.",The Dayton Peace Treaty was formulated to end the war in Bosnia.,1220,1
"Practically every architect of international stature has vied for the bonanza of public and private projects -- including Renzo Piano, Peter Eisenman, Philip Johnson, Rafael Moneo, Helmut Jahn and Richard Rogers.",Renzo Piano is an architect.,596,0
"Figures released today show that the number of organs donated by New Zealanders in 2006 has decreased by four to a new record low of 25. In 2005 the number of organs donated equalled 29, a previous record low in New Zealand. Before 2005 the number of organ donations averaged 40, an already low number by international standards.",Organ transplant saves lives.,2047,1
"The prosecutor told the court that the incident had caused ""distress"" to one of the children.","The prosecutor told the court that ""distress"" in one of the children is associated with the incident.",891,0
Camacho is a Mexican version of Japan's Morihiro Hosokawa -- a pragmatic tactician using a crisis and the attendant outcry for reform to further his political standing.,The Japanese Prime Minister is Morihiro Hosokawa.,814,1
"Paul Hester, drummer for the popular 1980s band ""Crowded House"", was found dead in a Melbourne park Saturday. An ambulance service spokeswoman told the Sydney Morning Herald that ambulance officers arrived at Elsternwick Park on Saturday afternoon. They reported Hester had ""attempted suicide"" and suffered ""strangulation"". The 46-year-old-father-of-two was last seen walking his two dogs in the popular suburban park near his home on Friday evening. Hester had a history with bouts of depression, but seemed to be coping well following eight years of therapy. Friends told the The Daily Telegraph, however, that he suffered a recent turmoil in his love life. Firstly, there was the end of his romance with long-time partner and mother of his two daughters, and then a parting last December with New Zealand singer Kashan, whom he planned to wed in May.",Kashan dated Paul Hester.,1689,0
"Violence over the last week killed 23 people, two worshippers dragged from a mosque and shot, underlining the challenges of bringing stability and strengthening Afghanistan's fledgling democracy.",Two worshippers were killed in Afghanistan.,899,0
"At the very outskirts of commerce, Baka pygmies in southeastern Cameroon use a cyanide compound to stun bees while raiding their nests for honey.",Cameroon honey gatherers use cyanide to stun bees.,2361,0
"The Nobel shines a spotlight on a form of ""social capitalism"" that has gained currency in recent years, propelled by high-profile supporters like former President Bill Clinton, rock star Bono and Microsoft founder Bill Gates.","President Bill Clinton is a supporter of ""social capitalism"".",381,0
"A new study conducted by researchers from University of Otago's Christchurch School of Medicine has found that certain chemical compounds naturally found in cruciferous vegetables help kill cancer cells that are particularly resistant to chemotherapy. The study has been published in Cancer Research. The research team found that chemicals called isothiocyanates cause cancer cells to commit suicide. This includes cells with high levels of the protein Bcl-2, which makes them resistant to chemotherapy. Isothiocyanates are naturally found in cruciferous vegetables. These include kale, cabbage, broccoli, cauliflower, bok choy, radish, and watercress, among others.",Broccoli contains isothiocyanates.,153,0
"Martin was given water to drink, then taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.",Ochsner Foundation Hospital is located in New Orleans.,1551,0
An initial bid to prevent seven former employees of GM from working for Volkswagen for 12 months was thrown out by a Frankfurt court.,All charges of anti-competitive staff poaching were later dismissed.,140,1
"On Feb. 20, Dr. Hunter S. Thompson took his life with a gunshot to the head at his fortified compound in Woody Creek, Colorado. The family will shortly provide more information about memorial service and media contacts. Hunter prized his privacy and we ask that his friends and admirers respect that privacy as well as that of his family, Juan Thompson said in a statement issued to Aspen Daily News. The death was confirmed by Pitkin County Sheriff Bob Braudis. Hunter S. Thompson was best known for his 1972 book ""Fear and Loathing in Las Vegas"". He was recently married and had emotionally supported his friend John Kerry's candidacy.",John Kerry was friends with Hunter S. Thompson.,252,0
"The Bakun Hydroelectric Project (BHEP) comprises the construction of a 2,400MW hydroelectric dam, the transmission of its electricity, and the building of related infrastructure including access roads.",A hydroelectric project is proposed or is under construction.,399,0
"The Bank of Italy, the ultimate arbiter of Italian banking mergers, has been engulfed by scandal since police wire taps revealed Fazio and his wife advised a local banker in a bid for Bank Antonveneta against Dutch bank ABN AMRO.",A local banker bids for Bank Antonveneta.,1734,0
"India's steelmaker Tata Steel, of the Tata Group, buys Anglo-Dutch steel giant Corus Group for £6.7 billion ($12 billion), making it the world's fifth largest steel manufacturer. 70-year-old Tata group Chairman Ratan Tata, from one of India's best-known business families, won the race against Benjamin Steinbruch, 52, a famous Brazilian executive who is the chief and main owner of Companhia Siderurgica Nacional (CSN). Tata paid investors 608 pence a share, whereas the Brazilians final offer in an auction by the U.K.'s Takeover Panel was 603 pence. The deal triples Tata Steel's capacity to almost 28 million tons a year. Tata: ""This is the first step in showing that Indian industry can step outside its shores into an international market place as a global player."" Corus, which was created from the merger of British Steel and Hoogovens, currently employs 47,300 people worldwide. Last year the company was the ninth-largest steel maker worldwide. The takeover may start a round of consolidation in the fragmented steel sector.",Tata group was founded 70 years ago.,478,1
"Critics said the National Certificate of Educational Achievement or NCEA, the main qualification for high school students, would be degraded by the authority allowing text speak use in exams.",NCEA is the main qualification for high school students.,1461,0
"Elsewhere, Mozambique took its first ever Olympic gold medal when Maria Mutola won the women's eight-hundred metres, while the men's ten-thousand-metres went to the Ethiopian Haile Gebrselassie.",The women's ten thousand metres champion is from Mozambique.,1258,1
The Duke of Edinburgh and I are very happy that the Prince of Wales and Mrs. Parker Bowles are to marry.,I am delighted and wish The Prince of Wales and Parker Bowles a happy life.,1088,1
"For the case of Aldrich Hazen (Rick) Ames , and his Colombian-born wife , Maria del Rosario Casas Ames arrested by the FBI on charges that they were Russian spies , is so rich in mysteries , puzzles , riddles and contradictions that the answers may never be untangled even as the CIA's counterintell.",Aldrich Hazen Ames is married to Rosario Casas Ames.,1386,0
"The man known as just the ""Piano Man"" has left the hospital and has returned home to his native Germany. According to British tabloids, the man, after losing his job in Paris, travelled to the UK through the Channel Tunnel.","The ""Piano Man"" came from Germany.",1444,0
"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10,000 tonnes of rubbish per day, putting an enormous strain on public services. In the past 10 years, the government has tried hard to encourage private investment in the refuse sector, but some estimate 4,000 tonnes of waste is left behind every day, festering in the heat as it waits for someone to clear it up. It is often the people in the poorest neighbourhoods that are worst affected. But in some areas they are fighting back. In Shubra, one of the northern districts of the city, the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps.",15 million tonnes of rubbish are produced daily in Cairo.,2,1
"According to the captain, the 1999 ferry was inspected by the Transport Ministry on December 9 and was certified to be in good condition. ""It seems that due to the weather conditions the chance is little, but we still hope,"" Djamal stated. With 17 crew members, and carrying 200 tons of cargo, the ill-fated PT Nur Budi owned and operated ferry sank so fast that the crew ""had no chance to ask the passengers to wear life jackets.""",An Indonesian ferry with 300 passengers sank.,262,1
"Officials from TAG Heuer have announced that the company received the iF product design award, which was given away by the jury from the International Forum Design. TAG Heuer received the award for its concept watch, called Monaco Calibre 360 (Linear Second) Concept Chronograph. The jury that gives away the iF product design awards each year consists of leading design experts from all over the world gathered in one place. The iF awards are presented in Hanover, Germany, at the International Forum Design Hannover GMBH. There are a number of fields and disciplines which have their own awards.",Monaco Calibre 360 (Linear Second) Concept Chronograph is produced in Hannover.,1823,1
"About 3 million years ago, when Lucy was alive, she was rather short, about 4 feet tall, and probably weighed about 50 pounds.","Humans existed 10,000 years ago.",2401,1
"According to Nelson Beavers, who is a co-owner of the current company, Carolina Analytical Laboratories, LLC. and has ownership/employment history with Woodson-Tenent and Eurofins, the septic system was installed in the early 1990s.",Nelson Beavers is one of the owners of Carolina Analytical Laboratories.,1244,0
"Hugh was also very supportive of Mustang's plan to become Fuhrer, doing whatever he can to, as he put it, to ""help him from the bottom to the top.""",Hugh assisted Mustang.,525,0
"Hepburn's platinum, diamond and sapphire brooch had been estimated to fetch just $20,000, but sold for $120,000, six times its estimated price.","Hepburn's diamond and sapphire brooch fetched $120,000.",20,0
"Brown brushed off a threat made Monday by his counterpart, Foreign Trade Minister Wu Yi, that if China's effort to join the General Agreement on Tariffs and Trade (GATT) by the year's end is unsuccessful, Beijing will no longer be bound by previous trade and economic commitments.",Wu Yi is the Foreign Trade Minister of China.,229,0
"Aeschylus was born in 525 BC, and spent his youth as a soldier in the Athenian army. He wrote The Persians when he was 53 years old, but it is his earliest surviving work.",The Persians was written by Aeschylus.,262,0
"ASCAP is a membership association of more than 200,000 U.S. composers, songwriters, lyricists and music publishers of every kind of music.","More than 200,000 U.S. composers, songwriters, lyricists and music publishers are members of ASCAP.",1501,0
"Italian director Federico Fellini was older than his American peers at his first nomination and, like other foreigners, had not been nominated for his earlier masterworks, ""La Strada"" and ""Nights of Cabiria"", though both films had won the Best Foreign-Language Picture in 1956 and 1957, respectively. Fellini later received an Honorary Oscar in 1993, which was basically a compensatory gesture.",An Italian director is awarded an honorary Oscar.,1292,0
"Between 143 and 152 people have now been hospitalized in the wake of Monday's train derailment near Lviv, Ukraine, and subsequent phosporous cloud.  According to the Ukrainian Healthcare Ministry's spokesperson, Igor Gerych, 43 of the injured are children, 13 are firemen and three are medical  personnel. None are considered to be in mortal danger, yet some cases remain at medium risk level.",A railway disaster caused a fire.,462,1
"When the Berlin Wall fell in early November, 1989 Berlin's east and west sections were rejoined to create the third-largest city in Europe , with a population of about 3 million.","The Berlin Wall was torn down in November, 1989.",1025,0
Researchers at the Harvard School of Public Health say that people who drink coffee may be doing a lot more than keeping themselves awake - this kind of consumption apparently also can help reduce the risk of diseases.,Coffee drinking has health benefits.,88,0
"Endon was respected for her humble, unassuming personality. She was popularly referred to as ""Kak Endon,"" or ""Elder Sister Endon."" She discovered she had cancer in 2002 after her twin sister, Noraini, was earlier diagnosed with the disease. Noraini died in 2003. Endon had a breast removed and traveled to the United States regularly for treatment. She returned to Malaysia from Los Angeles on Oct. 1 after five rounds of chemotherapy since July. Endon had been deeply involved in awareness programs for breast cancer, the main cause of illness-related fatalities for Malaysian women. She has said she refused to feel sorry for herself, and felt fortunate she could obtain the best medical treatment.",Noraini had a twin sister called Endon.,80,0
"To the south of Castle Hill rises the higher Gellert Hill ( 771 feet ), a steep limestone escarpment overlooking the Danube, which provides a panoramic view of the whole city.","To the south is Gellert Hill, which features the 19th-century Citadel.",711,1
"Two persons were injured in dynamite attacks perpetrated this evening against two bank branches in this northwestern, Colombian city.",Two bank branches were attacked with dynamite.,1136,0
"Nine months later, John Glenn becomes the first American man to orbit the Earth.",John Glenn was the first man in orbit.,109,1
"Anant Gupta who was kidnapped from the elite locality of Sector 14, Noida, India has returned home. He was kidnapped on November 13, 2006 and released by his abductors yesterday morning. The police have made an arrest in the city of New Delhi. The other two accused are absconding. The boy claimed that he was kept in a jungle and was treated nicely by the three men.",Anant Gupta was kidnapped in India.,1840,0
Scientists had observed that mice with a defective Klotho gene aged prematurely and wondered if an enhanced gene would have an opposite effect.,Scientists have discovered a gene that produces a hormone that raises the life expectancy in mice by 30 percent.,1102,1
"Tropical Storm Irene on August 11, 2005 at 16:15 UTC. Tropical Storm Irene will increase in strength over the next several days, possibly developing into   a hurricane that will hit the east coast of the United States, said the National Hurricane Center of Miami, Florida in a report today.  Irene was located approximately 975 kilometers south-southeast of Bermuda at 16:00 UTC today. Forecasters say that the storm is now moving in a west-  northwest direction with top sustained winds of 40 miles per hour.",A storm called Irene is going to approach the east coast of the US.,71,0
"During the Tiananmen Square protest of 1989, Chinese student demonstrators in Beijing built a 10-meter version of the Statue of Liberty to symbolize their struggle.",The Statue of Liberty was built in 1989.,1507,1
Saginaw police responded to a domestic violence complaint at the wrong house and ended up shooting the owners' dog.,Saginaw police mistakenly went to the wrong house in response to a complaint.,2008,0
"The American House of Representatives is due to vote today, on a resolution submitted by the Chairman of the Judicial Committee, Henry Hyde, asking Congress to launch an investigation over charges brought forward by Independent Prosecutor-General Kenneth Star against President Clinton in the Monica Lewinsky affair.","Voting will take place in the American House of Representatives today, on the President Clinton-Monica Lewinsky scandal.",1587,0
King Victor Emmanuel III of Italy reigned from 1900 to 1946.,Victor Emmanuel III was king of Italy from 1900 to 1946.,2455,0
"The Chicago White Sox are a major league baseball team based in Chicago, Illinois.","The Bulls basketball team is based in Chicago, Illinois.",1259,1
"NPF said that young people displaying onset symptoms of Parkinson's disease have special needs, because they often have children to raise, jobs to keep and other issues to address that are different than those patients in retirement years.","The symptoms of Parkinson's disease are: tremor, rigidity (stiffness; increased muscle tone), bradykinesia/akinesia, also ""dysdiadokinesia"", and postural instability.",494,1
"If any legal action is due to enforcement, dispute, breach, or default, the successful party shall be entitled to reasonable attorney fees and other costs incurred in the actions, in addition to any relief to which they may be entitled.",The prevailing party shall recover attorney fees.,1919,0
Hepburn's family will receive the proceeds from the sale.,Proceeds go to Hepburn's family.,81,0
"Mohandas Karamchand Gandhi never received the Nobel Peace Prize, though he was nominated for it five times between 1937 and 1948.",Mohandas received the Nobel Prize in 1989.,37,1
"La Paz, 30 May 89 - La Paz Department Police authorities have disclosed that investigations into the murder of two young U.S. citizens are being conducted by a specialized group summoned specially to clarify this crime.",Two young U.S. citizens were killed on 30 May 89.,94,1
"A total of 599 United States citizens were evacuated safely, at their request; those who were interviewed expressed great relief at being out of Grenada.",The U.S. military evacuated U.S. citizens.,445,1
"The final major piece of comet Shoemaker-Levy 9 was to hit just after midnight, completing a ring of crater-like plumes of swirling superheated gas and debris thousands of miles across. ""It hit Jupiter like a string of machine-gun bullets"" said Eugene Shoemaker, an astronomer at the Lowell Observatory in Flagstaff, Ariz., who helped discover the comet last year.",The Shoemaker-Levy comet hit Jupiter.,243,0
"Moscow (USSR), 12 Jul 89 (PRAVDA)- Blood is flowing in Columbia, where last year, according to official statistics, there were 4,600 victims of political violence, including Jaime Pardo Leal (president of Colombia's national coordination committee), around 30 deputies and many municipal advisors and mayors.",Jaime Pardo Leal was killed in Moscow.,212,1
"In the year 538, Cyrus set in place a policy which demanded the return of the various gods to their proper places.",Cyrus issued a declaration in 538 that would allow the Jews to go back to their homeland.,1098,1
"Hurricane Katrina petroleum-supply outlook improved somewhat, yesterday, as U.S. and European governments agreed to release 2 million barrels a day, of oil and refined products, from their reserves.",60 million barrels of oil and gasoline will be available to the marketplace.,264,1
"On Friday evening, a car bomb exploded outside a Shiite mosque in Iskandariyah, 30 miles south of the capital, killing seven people and wounding 10, doctors said on condition of anonymity.",A bomb exploded outside a mosque.,229,0
Anti-nuclear protesters on Wednesday delayed the progress of a shipment of radioactive waste toward a dump in northern Germany. The train stopped for the fourth time since crossing into Germany as it neared the northern town of Lueneburg.,Nuclear waste transport delayed in Germany.,1711,0
The job gains mean that  President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office.,More jobs were created during President Bush's first term.,86,0
International journalists' organisations are accusing the U.S. government of committing war crimes in Iraq by intentionally firing at war correspondents.,US withdraws war crimes,395,1
Most of the mines are in arid areas and animals searching for water are attracted to the cyanide-laced holding ponds that are an integral part of the mining operations.,Animals have died by the thousands from drinking at cyanide-laced holding ponds.,253,1
"For such patients, regular aspirin use significantly decreased the risk for fatal and nonfatal strokes or heart attacks.",People experienced adverse effects while taking aspirin.,1116,1
"Thanks to the recent acquisition of J.D. Edwards, Oracle will soon be able to run JDE apps on its Fusion Middleware platform, too.",J.D.E. is the owner of Oracle.,1056,1
"Strong support was given to water conservation, recycling and demand reduction options, while storage augmentation (dam building) was rejected on the grounds that there would not be sufficient water to fill any new dams.",Dam building prevents life-threatening situations.,2195,1
"Microsoft Corp. and Intel Corp., on Monday, threw their weight behind the next-generation, HD DVD format being promoted by Toshiba Corp., in a blow to Sony Corp.'s Blu-ray format.",Microsoft Corp. is a partner of Intel Corp.,827,1
"Qatar and Oman are members of the Gulf Cooperation Council, GCC, which also groups Saudi Arabia, Kuwait, Bahrain and the United Arab Emirates (UAE).","The members of the Gulf Cooperation Council are: Saudi Arabia, Kuwait, United Arab Emirates, Qatar, Oman, Bahrain.",780,0
"A place of sorrow, after Pope John Paul II died, became a place of celebration, as Roman Catholic faithful gathered in downtown Chicago to mark the installation of new Pope Benedict XVI.",Pope Benedict XVI is the new leader of the Roman Catholic Church.,1,0
"In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.",Communist China is an organisation based in Beijing and Washington.,1001,1
"First Canadian and then Dutch peacekeepers were deployed in Srebrenica. Seven hundred and fifty lightly armed UN peace-keepers were responsible for disarming Srebrenica's Muslim defenders and ""deterring"" Bosnian Serb attacks against the safe area. Two years later, a Serb flag flew where the UN's once did and 7,079 Muslim men were missing.",Dutch photos of Srebrenica have disappeared.,2470,1
"Hubble is helping astronomers precisely calculate the age of the universe by providing accurate distances to galaxies, an important prerequisite for calculating age. Hubble measures the distances to neighboring galaxies by finding accurate ""milepost markers,"" a special class of pulsating star called Cepheid variables. These, in turn, are being used to calibrate more remote milepost markers.",Hubble discovers black holes.,2292,1
"Colin L. Powell and Laura Bush, wife of Gov. George W. Bush, are to speak on the opening night in Philadelphia, while the Democrats have tentative plans to have President Clinton and Hillary Rodham Clinton address the delegates on the first night in Los Angeles.",The name of George W. Bush's wife is Laura.,391,0
