label,title,content
7,Riley Lake (Kenora District), Riley Lake is a lake in geographic Code Township in the municipality of Sioux Narrows-Nestor Falls Kenora District in Northwestern Ontario Canada. It is part of the Hudson Bay drainage basin.The primary inflow at the west is an unnamed creek. The primary outflow is an unnamed creek at the east that flows to Gibi Lake which in turn flows via the Adams River Lake of the Woods the Winnipeg River Lake Winnipeg and the Nelson River to Hudson Bay.
5,Stits SA-11A Playmate, The Stits SA-11A Playmate is a homebuilt aircraft design that features a rapid wing-folding mechanism for trailering or storage.
5,Alon A-4, The Alon A-4 is a prototype American light aircraft of the 1960s. Alon INC. of McPherson Kansas was formed by two former executives of Beechcraft in 1963 and had initially built an improved version of the ERCO Ercoupe as the Alon A-2. In 1964 Alon started design of an all-new four-seat light aircraft the Alon Four (or Alon A-4). It was a conventional singled-engined low-winged monoplane of all-metal construction with a fixed (non retractable) tricycle landing gear undercarriage.
5,Fernic T-9, The Fernic T-9 also called the Fernic F.T.9 (Fernic Tandem model 9) is an early three surface aircraft having tow lifting wings in tandem as well as a conventional tailplane. It was a light twin-engined craft intended for flight distance record setting.
2,Maria Bal, Jadwiga Maria Kinga Bal (Balowa) of Zaleszczyki née Brunicka (July 26 1879 – January 1 1955) was a Polish baroness and a lifelong muse of Jacek Malczewski considered Poland's national painter. She served as the live model for a series of his symbolic portrayals of women as well as nude studies and mythological beings. Most were completed before the interwar period when Poland had not yet achieved independence.
0,L&L Energy, L&L Energy Inc. is an American company headquartered in Seattle Washington. It is in the business of producing processing and selling coal in the People's Republic of China.
1,Cornell University College of Veterinary Medicine, The New York State College of Veterinary Medicine at Cornell University was founded in 1894. It was the first statutory college in New York. Before the creation of the college instruction in veterinary medicine had been part of Cornell's curriculum since the university's founding. In 1868 when Cornell opened there was little formal study of veterinary medicine in the United States; with the creation of the veterinary school Cornell became a pioneer in the field.
1,Cooperative University of Colombia, The Cooperative University of Colombia(Spanish: Universidad Cooperativa de Colombia) is a private institution for higher education founded in 1983 as successor of the Instituto de Economía Social y Cooperativismo (Indesco).Liberal Party politician and lawyer César Pérez García was the university's rector from its foundation in 1983 until he was arrested for his alleged role in a massacre. Following his father's 2010 arrest son César Pérez González took over leadership of the university.
4,Miliani Sansoni, Miliani Claude Sansoni was a Sri Lankan judge who served as the 32nd Chief Justice of Ceylon. He chaired the Sansoni Commission that investigated the riots of 1977. He was appointed in 1964 succeeding Hema Henry Basnayake and was Chief Justice until 1966.
12,Westerplatte (film), Westerplatte or Westerplatte Resists (Pl. Westerplatte Broni Sie Nadal) is a 1967 Polish historical film directed by Stanisław Różewicz. It was entered into the 5th Moscow International Film Festival where it won a Silver Prize.
8,Assaye, Assaye is a small village in the Jalna district of the state of Maharashtra in western India. The village was the location of the Battle of Assaye in 1803 fought between the Maratha Empire and the British East India Company.It became the first real victory for the young general Arthur Wellesley (later Duke of Wellington). Here he commanded a vastly outnumbered combined force of British and Sepoy regiments against a mixed modernised and tribal Maratha army.
4,Ilija Đukić, Ilija Đukić (January 4 1930 in Novi Rujac – October 22 2002 in Belgrade) was a Serbian diplomat who reached the post of Foreign Minister for the Federal Republic of Yugoslavia towards the end of his career.
6,Vallejo Estate, The Vallejo Estate also known as Lachryma Montis is an historic Carpenter Gothic Victorian architecture style house and grounds located on the corner of West Spain Street and Third Street West in Sonoma California. General Mariano Guadalupe Vallejo built it in 1851-1852 next to a free-flowing spring and its pool which had been named Chiucuyem (crying mountain) by the natives and which Vallejo renamed to the rough Latin equivalent Lachryma Montis (mountain tear).
3,Alexey Tsatevich, Alexey Tsatevich (born 5 July 1989) is a Russian professional road bicycle racer who currently rides for UCI ProTeam Team Katusha.Born in Verkhnyaya Pyshma in the then-Soviet Union Tsatevich has competed as a professional since the start of the 2012 season when he joined Team Katusha having previously competed for the squad's feeder team – Itera-Katusha – in 2011.
4,Jill Long Thompson, Jill Lynette Long Thompson (born July 15 1952) is an American politician and educator. She is the Chair and CEO of the Farm Credit Administration and a former Congresswoman from Indiana. The first person in her family to graduate from college Long Thompson completed her undergraduate studies at Valparaiso University and a Ph.D. in Business at Indiana University. She is a member of the Democratic Party. Dr.
2,Charlee, Vera Luttenberger (born January 28 1993) better known as Charlee is an Austrian electropop singer.
9,Ocypodidae, The Ocypodidae are a family of semiterrestrial crabs that includes the ghost crabs and fiddler crabs. Other genera previously included in the family are now treated as members of separate families in the superfamily Ocypodoidea such as Ucididae Dotillidae and Macrophthalmidae.They currently include two subfamilies and three genera:Ocypodinae Rafinesque 1815Ocypode Weber 1795Hoplocypode Sakai & Türkay 2013Ucinae Dana 1851Uca Leach 1814↑ ↑
5,New York Central Tugboat 16, New York Central Tugboat 16 was a railroad tugboat built in 1924 for car float service. The vessel operated with the New York Central Railroad from its completion until its retirement in 1969. In 1982 it was moved to dry land at Bourne Massachusetts where it remained as a local attraction until it was dismantled in 2006.
2,Clare Teal, Clare Teal (born 14 May 1973 Kildwick Yorkshire) is an English jazz singer who has become famous not only for her singing but also for having signed the biggest ever recording contract by a British jazz singer.
4,Maílson da Nóbrega, Maílson Ferreira da Nóbrega (Cruz do Espírito Santo Paraíba May 14 1942) is a Brazilian economist. He was Finance minister in José Sarney's administration during a period of hyperinflation in the late 1980s. He is married and has five children.
11,Questamation, Questamation released on Mar 9 2009 is the first full-length semi-programmed album by Canadian band Ubiquitous Synergy Seeker alias USS consisting of Ashley Boo-Schultz on guitar and vocals and Jason Parsons aka Human Kebab on turntables and programming.
0,Aethlon Medical, Aethlon Medical Inc. public company based in San Diego California and trades over-the-counter on the OTCBB under the ticker symbol AEMD. Aethlon develops medical devices to address infectious disease and cancer by filtering harmful substances from the blood including viruses and immune-suppressing proteins.
2,Deniz Tek, Deniz Tek is an American singer guitarist and songwriter and a founding member of Australian rock group Radio Birdman. He has played in many of the underground rock bands of the 1970s including Australian bands The Visitors and New Race but is most known for exerting his burning Detroit style guitar influence over the punk rock genre in Australia. Tek was raised in Ann Arbor Michigan USA.
12,Tahalka, Tahalka is a 1992 Bollywood film directed by Anil Sharma and featuring an ensemble cast including Dharmendra Naseeruddin Shah Aditya Pancholi Javed Jaffrey Amrish Puri Mukesh Khanna Ekta Behl Pallavi Joshi Sonu Walia Shikha Swaroop and Firdaus Dadi in her acting debut. The film was the fourth highest grosser of 1992
6,Mathew Bowen Homestead, Matthew Bowen Homestead is a historic house at 94 Plaine Hill Road in Woodstock Connecticut. It is now the Inn at Woodstock.It was built in 1816 and added to the National Register of Historic Places in 1987.
6,Tacoma Art Museum, In May 2003 Tacoma Art Museum (TAM) opened a new facility twice the size of its previous home allowing the museum to expand on its vision and mission. American Institute of Architects AIA Gold Medal winner Antoine Predock designed the building located in the heart of Tacoma’s Cultural District. It features flexible exhibition space in a series of galleries that wrap around an open-air stone courtyard.
10,Hoheria populnea, Hoheria populnea commonly known as lacebark or houhere is a species of flowering plant in the family Malvaceae endemic to New Zealand. H. populnea is found from the coast to lowland forests and has a natural distribution from the North Cape of the North Island south to the central North Island. It can grow into a tree 12 metres tall and has broad oval leaves with serrated margins.
8,Stary Niedróż, Stary Niedróż [ˈstarɨ ˈɲedruʂ] is a village in the administrative district of Gmina Raciąż within Płońsk County Masovian Voivodeship in east-central Poland. It lies approximately 8 kilometres (5 mi) west of Raciąż 31 km (19 mi) north-west of Płońsk and 93 km (58 mi) north-west of Warsaw.The village has a population of 70.
7,Frutz, The Frutz River is a 19 km long river which flows in western direction through the Laterns Valley in the area of Feldkirch to the Rhine. At Rankweil the river divides into a side and main arm. The smaller one has an own name called Ehbach. Near the mouth both arms merge again into one arm and then merge with the Rhine.Bigger locations on the River are: Sulz Koblach Rankweil
11,The Smell of Our Own, The Smell of Our Own is a 2003 album by The Hidden Cameras.
10,Aquilaria malaccensis, Aquilaria malaccensis is a species of plant in the Thymelaeaceae family. It is found in Bangladesh Bhutan India Indonesia Laos Malaysia Myanmar the Philippines Singapore and Thailand. It is threatened by habitat loss.The World List of Threatened Trees (Oldfield et al. 1998) listed Iran as one of the countries with a population of A. malaccensis but an exploratory 2002 CITES review confirmed that Iran has no record of the species.
0,Kochlöffel, Kochlöffel (literally: cooking spoon) is a German fast-food restaurant chain. Its product range includes hamburgers chicken bratwurst currywurst and french fries with their signature turquoise plastic fork resembling a cooking spoon.
13,The New Improved Sun, The New Improved Sun subtitled An Anthology of Utopian S-F is an anthology of science fiction stories edited by Thomas M. Disch published in hardcover by Harper & Row in 1975. No later editions are reported. Many of the stories are original to the volume.
1,National Screen Institute, The National Screen Institute of Canada (NSI) is a non-profit organization headquartered in Winnipeg Manitoba Canada. The organization describes itself as Canada's national film television and digital media training school for writers directors and producers. The NSI was created in 1986 as a renaming of the Canadian Screen Institute (CSI) and originally functioned as part of the University of Alberta and is Canada's oldest nationally recognized film and television training school.
6,Christian IV's Arsenal, Christian IV's Arsenal (Danish: Christian IV's Tøjhus) is a historic building on Slotsholmen in central Copenhagen Denmark. It was built by Christian IV of Denmark in 1604 as part of a grand scheme for the construction of a new naval harbour. The arsenal along with several other buildings surrounded the harbour basin which was connected to the main harbour by a narrow canal.
8,Rainapur, Rainapur is a village in Belgaum district in the southwestern state of Karnataka India.
0,The SEEP Network, The SEEP Network (The Small Enterprise Education and Promotion Network) is a non-profit organization that acts as a network for practitioners working in microenterprise development and microfinance fields. Founded in 1985 by Elaine Edgcomb and Candace Nelson and sponsored by the Bill and Melinda Gates Foundation Ford Foundation Citi Foundation USAID and Omidyar Network The SEEP Network since then has developed into a global learning community of 124 member organizations.
13,A Garden of Earthly Delights, A Garden of Earthly Delights is a novel by Joyce Carol Oates published by Vanguard in 1967. It was her second book published and it inaugurated the so-called Wonderland Quartet (1967 to 1971). It was a finalist for the annual U.S. National Book Award for Fiction.A Garden sets out to explore social class in America and the inner lives of its youngsters. It follows heroine Clara Walpole a very beautiful daughter of a Kentucky-born farmer.
0,Adler Fels, Adler Fels Winery is a California winery based in Sonoma that produces over 100 different wine labels in addition to production under its own Adler Fels brand. These include private labels for various restaurants hotels and retailers.
9,Bale Mountains vervet, The Bale Mountains vervet (Chlorocebus djamdjamensis) is a terrestrial Old World monkey endemic to Ethiopia found in the bamboo forests of the Bale Mountains. It was originally described as a subspecies of the grivet (Chlorocebus aethiops). All species in Chlorocebus were formerly in the genus Cercopithecus.
13,Navajivan Trust, Navajivan Trust is a publishing house based out of Ahmedabad India. It was founded by Mahatma Gandhi in 1929 and has published more than 800 titles in English Gujarati Hindi and other languages to date.Earlier Navajivan referred to a weekly newspaper published by Gandhi in Gujarati from 1919 (September 7) to 1931 from Ahmedabad.
4,Suzanne Williams, Suzanne Williams is a legislator in the U.S. state of Colorado. Williams is beginning her second term as State Senator for District 28 after serving eight years in the Colorado House of Representatives. Senator Williams a Democrat is the only registered American Indian state legislator in Colorado. In 2007 Williams was elected Assistant Caucus Chair for the Senate Majority Caucus.
13,Destiny of Souls, Destiny of Souls is the second book by Michael Newton published in 2000. Michael Newton is hypnotherapist who says that he has developed his own age regression technique.
11,Secret Love (album), Secret Love is an album by Lorrie Morgan released in 1998. She dedicated this album to her late father George Morgan. It peaked at #36 on the Billboard Country Album chart. None of the singles from the album made the singles chart.
3,José Junco, José Irene Junco (born June 3 1890 - death date unknown) was a Cuban baseball pitcher in the Cuban League and the Negro leagues. He played from 1909 to 1922 with several clubs including Club Fé Habana Cuban Stars (West) and the Cuban Stars (East).
6,Melwood Priory, Melwood Priory was a priory in Lincolnshire England.In relation to the English Reformation Philip Bailey writes:One of the first to defy the king was a monk the superior of the Carthusian monetary at Melwood in the Isle of Axholme. The King ordered him along with several other Carthusian monks  to be imprisoned in the Tower of London. After languishing for some time he with the others was taken out and barbarously executed in public. The monks name was Augustine Webster.
12,Vazhkai, Vazhkai (Tamil: வாழ்கை; English: Life) is a 1949 Black-and-white social guidance film film produced and directed by A.V. Meiyappan with his company AVM Productions. The film starred Vyjayanthimala in her screen debut with M. S. Draupadi T. R. Ramachandran and S. V.
13,Murphy's War (novel), Murphy's War is the fourth novel in Murphy series by Gary Paulsen. The story is about Murphy who moves to Fletcher Wyoming after his wife dies and while trying to work as a cowhand he is beaten by a mob. It was published on December 1 1990 by Pocket Books.
3,Ben Tomlinson, Ben Tomlinson (born 31 October 1989) is an English footballer who plays as a striker for Lincoln City in the Conference Premier.
6,Bouillon Castle, Bouillon Castle (French: Château de Bouillon) is a medieval castle in the town of Bouillon in the province of Luxembourg Belgium.Although it was mentioned first in 988 there has been a castle on the same site for a much longer time. The castle is situated on a rocky spur of land within a sharp bend of the Semois River.In 1082 Bouillon Castle was inherited by Godfrey of Bouillon who sold it to Otbert Bishop of Liège in order to finance the First Crusade.
2,Ni Ping, Ni Ping is a mainland Chinese film actress and TV host. Since the early of 1990s Ni shot fame for hosting CCTV New Year's Gala.
7,Roccia Nera, The Roccia Nera or Schwarzfluh (respectively Italian and German: Black Rock) is a peak of the Breithorn massif in the Pennine Alps on the boundary between the Aosta Valley (northern Italy) and Valais (southern Switzerland). It is the easternmost summit of the Breithorn massif located east of the Breithornzwillinge. It overlooks the Schwarztor pass on its east side.
13,Under the Deodars, Under the Deodars (published 1888) is a collection of short stories by Rudyard Kipling.
11,The Campaign (Into the Moat album), The Campaign is the second full-length album by American mathcore/deathcore band Into the Moat. It was released March 17 2009 on Metal Blade Records.
0,CAS Corporation, CAS Corporation is a Korean manufacturer of electronic weghing equipment founded on April 19 1983 by its current Chief Executive Manager Dong-Jin Kim.CAS Corp. has been continuously developing over the years and by year 2006 its equipment was exported to over 120 countries all over the world. By 2011 the company had representatives in Germany USA Canada Poland Vietnam Bangladesh India China Japan Russia Turkey Great Britain and other countries.
6,Byler Road, Byler Road is the oldest public road in Alabama still in use today. Constructed in the mid-1820s it connected Courtland near the Tennessee River with Tuscaloosa near the Black Warrior River. The road spurred development in Lawrence Winston Walker Fayette counties and was traveled by both Union and Confederate armies during the Civil War. A half-mile section of the road in Tuscaloosa County was added to the National Register of Historic Places in 1974.
4,Joan Mondale, Joan Mondale (née Adams; August 8 1930 – February 3 2014) was Second Lady of the United States from 1977 until 1981 as the wife of Walter Mondale. She was an artist and author and served on the boards of several organizations. For her promotion of the arts she was affectionately dubbed Joan of Art.
3,Martin Bibla, Martin John Bibla (born October 4 1979) is an American football guard who is currently a free agent. He was drafted by the Atlanta Falcons in the fourth round of the 2002 NFL Draft. He played college football at the University of Miami.Bibla has also been a member of the Denver Broncos Philadelphia Soul BC Lions Las Vegas Locomotives Omaha Nighthawks and Sacramento Mountain Lions.
2,Jean Paul, Jean Paul (21 March 1763 – 14 November 1825) born Johann Paul Friedrich Richter was a German Romantic writer best known for his humorous novels and stories.
1,Redfield College (NSW), Redfield College is an independent primary and secondary school for boys from years 2 to 12 located in Dural New South Wales Australia. The school was founded in 1986 and is run by the Parents for Education Foundation (PARED).Each student receives a personal tutor selected from the teaching staff.
4,Stanley Jarolin, Stanley J. Jarolin (January 4 1933 – May 13 2000) was a former Democratic member of the Pennsylvania House of Representatives.
1,Comillas Pontifical University, Comillas Pontifical University (Spanish: Universidad Pontificia Comillas) is a private university located in Madrid Spain.
8,Zazdrość Szczytno County, Zazdrość [ˈzazdrɔɕt͡ɕ] (German: Louisenthal) is a village in the administrative district of Gmina Dźwierzuty within Szczytno County Warmian-Masurian Voivodeship in northern Poland. It lies approximately 4 kilometres (2 mi) east of Dźwierzuty 18 km (11 mi) north of Szczytno and 34 km (21 mi) east of the regional capital Olsztyn.Before 1945 the area was part of Germany (East Prussia).
1,Fredric G. Levin College of Law, The Fredric G. Levin College of Law is the law school of the University of Florida located in Gainesville Florida.
10,Glera (grape), Glera is a white variety of grape of Italian origin which until 2009 was mostly referred to as Prosecco.Glera is a rather neutral grape variety which is mainly cultivated for use in sparkling Italian wine styles frizzante or spumante from the various Prosecco DOCG and DOC areas although still wines also exist. It is grown mainly in the Veneto region of Italy traditionally in an area near Conegliano and Valdobbiadene in the hills north of Treviso.
8,Wełna Kuyavian-Pomeranian Voivodeship, Wełna [ˈvɛu̯na] is a village in the administrative district of Gmina Janowiec Wielkopolski within Żnin County Kuyavian-Pomeranian Voivodeship in north-central Poland.
9,Bupalus (moth), Bupalus is a genus of moth in the family Geometridae.
12,This Christmas (film), This Christmas is a 2007 Christmas comedy-drama film produced by Rainforest Films and distributed by Screen Gems. Written produced and directed by Preston A. Whitmore II it is a Christmastime story that centers around the Whitfield family whose eldest son has come home for the first time in four years. The film is based on the 1971 Donny Hathaway song of the same name which is covered by Chris Brown in the film.
1,Queens Paideia School, The Queens Paideia School (QPS) is a progressive independent school in Long Island City Queens. Established in 2009 the school serves students in kindergarten through 8th grade. The school is a demonstration project with a goal of proving the Paideia model can be expanded and implemented economically while maintaining the 5:1 student-to-teacher ratio.
8,Athens Michigan, Athens is a village in Calhoun County in the U.S. state of Michigan. The population was 1024 at the 2010 census. The village is located in southern Athens Township and is part of the Battle Creek Michigan Metropolitan Statistical Area. It was settled in 1831.
8,Garm Iran, Garm (Persian: گرم‎) is a village in Halil Rural District in the Central District of Jiroft County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported.
0,Westland Aircraft, Westland Aircraft was a British aircraft manufacturer located in Yeovil in Somerset. Formed as a separate company by separation from Petters Ltd just before the start of the Second World War Westland had been building aircraft since 1915. During the war the company produced a number of generally unsuccessful designs but their Lysander would serve as an important liaison aircraft with the Royal Air Force.
2,Stephanie Waring, Stephanie Waring (born 19 February 1978) in Urmston Greater Manchester England is an English actress best known for portraying Cindy Cunningham in the Channel 4 soap opera Hollyoaks. Waring has also had roles in soap opera Coronation Street day time soap opera Doctors and medical drama Holby City. She also appeared in Crash Palace Nice Guy Eddie and Merseybeat.
11,Time to Destination, Time to Destination is the second full album of the Japanese pop rock group Every Little Thing released on April 15 1998. It is the best selling album from the band with 3520330 copies sold also becoming the 10th best selling album of all time in Japan.
5,Houde Speedmax, The Houde Speedmax is a French racing ultralight aircraft designed and produced by Patrice Houde of Reichshoffen. The aircraft is supplied as plans as a kit for amateur construction or as a complete ready-to-fly-aircraft certified under JAR-VLA.
1,Auckland Girls' Grammar School, Auckland Girls' Grammar School (AGGS) is a New Zealand secondary school for girls located in Newton in the Auckland central business district. Established in 1888 it is one of the oldest secondary institutions in the country.[citation needed] The school received the Goodman Fielder awards for School and Secondary School of the year in 2000.The main block is listed as a Category II Historic Place.
4,Fred L. Schiele, Fred Lyle Schiele Sr. known also as Buddy Schiele (November 28 1933 – January 24 2002) served from 1964–1968 as a United States Democratic Party member of the Louisiana House of Representatives from Concordia Parish in the eastern portion of the state adjacent to the Mississippi River. He did not seek reelection in the 1967 primary election but instead unsuccessfully opposed incumbent Sheriff Noah W. Cross.
8,Kheyrabad Bushehr, Kheyrabad (Persian: خيراباد‎ also Romanized as Kheyrābād) is a village in Dalaki Rural District in the Central District of Dashtestan County Bushehr Province Iran. At the 2006 census its population was 441 in 79 families.
5,Mazda MPV, The Mazda MPV (Multi-Purpose Vehicle) is a minivan manufactured by Mazda. Introduced in 1989 as a rear-wheel-drive model with optional selectable four-wheel drive it was replaced in 2000 with a front-wheel-drive-only version. Over one million MPV models had been produced since its introduction.
1,Parsons College, Parsons College is a defunct American private liberal arts college located in Fairfield Iowa. The school was named for its wealthy benefactor Lewis B. Parsons Sr. and was founded in 1875 with one building and 34 students. Over the years new buildings were constructed as enrollment expanded. The school lost its accreditation in 1948 but regained it two years later. In 1955 the school appointed Millard G.
11,Here's to the Ladies, Here's to the Ladies is an album by Tony Bennett released in 1995.The theme of the album was songs made famous by female singers. In 1997 the album won Bennett the Grammy Award for Best Traditional Pop Vocal Performance.
11,Nights Like This, Nights Like This was Stacey Q's follow up album to Hard Machine. Some of the songs made it to the Hot Dance Music/Club Play chart such as the lead single Give You All My Love produced by Clivilles & Cole of C&C Music Factory. That song as well as others failed to reach the top 40 in the Hot 100. The second single the slightly tropical ballad Heartbeat became a minor Adult Contemporary radio hit. While a commercial failure it is still considered a critical success.
9,Ernobius mollis, Ernobius mollis is a species of beetles in the genus Ernobius of the family Anobiidae is native to northern Europe.
10,Salpiglossis, Salpiglossis /ˌsælpɨˈɡlɒsɨs/ is a genus of the botanical family Solanaceae. Salpiglossis derives from the Greek for trumpet (salpinx) and tongue (glossa).
12,Jolly (film), Jolly is a 1998 Tamil film directed by Dilipkumar and produced by R. B. Choudary. The film features an ensemble cast of Abbas Keerthi Reddy Kausalya Livingston and Kushboo in the leading roles while S. P. Balasubramaniam and Janagaraj also appear in supporting roles. The film was released to a mixed response in May 1998.
6,Elkhorn City Railroad Museum, The Elkhorn City Railroad Museum is a railroad museum located in Elkhorn City Kentucky United States. The museum was established in 1990 and is dedicated to educating the public on the history of railroads in Kentucky's Eastern Mountain Coal Fields region. It is managed by the Elkhorn City Heritage Council.More than 1000 pieces of railroad memorabilia are on display including two cabooses velocipedes motor cars antique uniforms and equipment.
8,Reona Bhola, Reona Bhola is a village near Sirhind in Punjab in India.
3,Sergei Aleksandrovich Andreyev, Sergei Aleksandrovich Andreyev (Russian: Серге́й Александрович Андреев; born March 7 1988) is a Russian professional football player. He last played in the Russian Second Division for FC Tekstilshchik Ivanovo.
12,The Public Pays, The Public Pays is a 1936 short crime film directed by Errol Taggart. It won an Academy Award in 1937 for Best Short Subject (Two-Reel).
10,Xylia xylocarpa, Xylia xylocarpa is a species of tree in the Mimosoideae subfamily of the Fabaceae family. This tree is found in South and Southeast Asia.
8,Regut, Regut [ˈrɛɡut] is a village in the administrative district of Gmina Celestynów within Otwock County Masovian Voivodeship in east-central Poland. It lies approximately 2 kilometres (1 mi) south of Celestynów 13 km (8 mi) south-east of Otwock and 34 km (21 mi) south-east of Warsaw. It is close to National Road 50.The village has an approximate population of 590. It is home to the sports club RKS Bór Regut.
13,Thing of Beauty (short story), Thing of Beauty is a science fiction short story written by Damon Knight. It first appeared in the September 1958 issue of Galaxy magazine and has been reprinted three times in Far Out (1961) The Sixth Galaxy Reader (1962) and The Best of Damon Knight (1976).
7,Valea Lupului River (Munteni), The Valea Lupului River is a tributary of the Iada River in Romania.
12,Boggy Creek II: And the Legend Continues, Boggy Creek II: And the Legend Continues is a 1985 film directed by Charles B. Pierce. It is the second sequel to The Legend of Boggy Creek following Return to Boggy Creek (1977). The film was followed by two additional sequels Boggy Creek: The Legend Is True (2010) and The Legacy of Boggy Creek (2011). The Big Creature in the film was portrayed by Hollywood stuntman and bodyguard James Faubus Griffith.
0,Bennett & Associates, Bennett & Associates L.L.C is an independent Naval Architecture Offshore Design and Consulting firm that was founded in 1997 by William T. Bennett Jr. Bennett & Associates is currently headquartered in Houston Texas and has a location in New Orleans Louisiana.
8,Wierzbie Silesian Voivodeship, Wierzbie [ˈvjɛʐbjɛ] (German Wiersbie) is a village in the administrative district of Gmina Koszęcin within Lubliniec County Silesian Voivodeship in southern Poland. It lies approximately 6 kilometres (4 mi) west of Koszęcin 7 km (4 mi) south-east of Lubliniec and 48 km (30 mi) north of the regional capital Katowice. The village has a population of 386.
11,Jazz W Wolnych Chwilach, Jazz W Wolnych Chwilach is a double album released by O.S.T.R. in 2003.
9,Thompson's snake eel, The Thompson's snake eel (Muraenichthys thompsoni) is an eel in the family Ophichthidae (worm/snake eels). It was described by David Starr Jordan and Robert Earl Richardson in 1908.
2,Philip Sherrard, Philip Owen Arnould Sherrard (23 September 1922 – 30 May 1995) was a British author translator and philosopher. His work includes important translations of Modern Greek poets and books on Modern Greek literature and culture metaphysics theology art and aesthetics. A pioneer of Modern Greek studies in England he was influential in making major Greek poets of the nineteenth and twentieth centuries known in the English-speaking world.
1,Moscow State University of Economics Statistics and Informatics, Moscow State University of Economics Statistics and Informatics (MESI) is a university with more than 75-year history. MESI is a leader in ratings among the economic institutions of Moscow and Russia. This is one of the best state universities for quality education.
6,Royal University Hospital, Royal University Hospital often abbreviated RUH is one of three hospitals in Saskatoon Saskatchewan. It is located on the University of Saskatchewan campus. RUH is a teaching hospital and closely tied to the College of Medicine within the university. It was opened on May 14 1955 by Saskatchewan premier Tommy C. Douglas.The seven-storey seven wing structure took eight years to construct and equip costing the people of Saskatchewan over $13000000.
13,American Empire: The Victorious Opposition, American Empire: The Victorious Opposition is the third and final book in the American Empire alternate history series by Harry Turtledove and the seventh in the Southern Victory Series of books.
2,Geeta Novotny, Geeta Novotny (born Geeta Bhatnagar) is an American mezzo-soprano actor published writer and columnist. As a classical singer Novotny has performed principal roles nationally with opera companies and symphony orchestras from the stages of New York City's Carnegie Hall and the American Ballet Theatre at the Metropolitan Opera to the stages of the Los Angeles Opera and the Aspen Music Festival.
12,The Right to Romance, The Right to Romance (1933) is a drama film starring Ann Harding and Robert Young and released by RKO Radio Pictures.
4,Mike Defensor, Michael Mike Tan Defensor (born June 30 1969) is a Filipino politician.
0,Hutchison Harbour Ring, Hutchison Harbour Ring Limited (Chinese: 和記港陸有限公司) (SEHK: 715) is a holding company that focuses on the manufacturing and marketing of toys premiums telecommunication accessories and electronic products. Its products are mainly sold to the United States and Europe. It is a subsidiary company of Hutchison Whampoa one of the largest conglomerate companies in Hong Kong.
4,Cara Hilton, Cara Hilton is a Scottish Labour Party politician and Member of the Scottish Parliament for Dunfermline. She has also remained a councillor for the Dunfermline South ward of Fife Council from May 2012 and refused to stand down after successfully contesting the Dunfermline by-election 2013.
7,Sawbill Lake, Sawbill Lake is a lake in Cook County Minnesota. It is a popular entry point (number 38) to the Boundary Waters Canoe Area Wilderness in the Superior National Forest. Sawbill is a nickname of a Common Merganser Duck. There is a United States Forest Service cabin a canoe outfitter and a campground located at the southern end of the lake.
2,Niccola Ricciolini, Niccola Ricciolini (born 1637 date of death unknown) was an Italian painter of the Baroque period. He was born at Rome and was a pupil of Pietro da Cortona. He competed against Marcantonio Franceschini with cartoons for the mosaic decoration of the Vatican. His designs led to the mosaics of Crucifixion of St. Peter (in mosaic) and a painting of Descent from the Cross.
13,Staffrider, Staffrider was a South African literary magazine.Staffrider was first published in 1977 and took its name from slang for people hanging outside or on the roof of overcrowded racially segregated trains.It was one of the most important literary presences of the 1970s and 1980s aiming to be popular rather than elite was consciously non-racial in the segregated apartheid era.Borrowing its name and image from township slang for black youth who rode the over-crowded African sections of the racially segregated commuter trains by hanging onto the outside or sitting on the roofs Staffrider had two main objectives: to provide publishing opportunities for community-based organizations and young writers graphic artists and photographers; and to oppose officially sanctioned state and establishment culture.Produced by The Durban Moment that saw Steve Biko begin the South African Students' Organisation Staffrider had a view of literature with a small I: its base was popular rather than elite and it sought to provide an autobiography of experience in its witness of daily black life in South Africa. 
11,In the Wind, In the Wind is the third album by the American folk music trio Peter Paul & Mary released in 1963 (see 1963 in music). It was reissued on audio CD in 1990. In the Wind was so successful that when it hit #1 on the Billboard album charts it caused their two previous albums to re-enter the Top 10 as well. The album was released in December 1963 a few months before the arrival of the Beatles heralded the British Invasion.
12,My Prairie Home (film), My Prairie Home is a 2013 Canadian documentary film about transgender singer/songwriter Rae Spoon directed by Chelsea McMullan. It features musical performances and interviews about Spoon’s troubled childhood raised by Pentecostal parents obsessed with the Rapture and an abusive father as well as Spoon's past experiences with gender confusion. The film was shot in the Canadian Prairies including the Royal Tyrrell Museum of Palaeontology in Drumheller.
11,Nurse (album), Nurse was the first major label album released by the band Therapy?. It was released on 2 November 1992 on A&M Records. The album was mainly recorded at Loco Studio in Caerleon Wales apart from Gone which was recorded in Annamoe Ireland. It marked a departure from the noise punk style of the two mini-albums being a more industrial-sounding record. The album was rated favorably by critics and reached number 38 in the UK Albums Chart.The album was released on 12 vinyl CD and cassette.
2,Valentin Rasputin, Valentin Grigoriyevich Rasputin (Russian: Валентин Григорьевич Распутин; born March 15 1937) is a Russian writer. He was born and lived much of his life in the Irkutsk Oblast in Eastern Siberia. Rasputin's works depict rootless urban characters and the fight for survival of centuries-old traditional rural ways of life. Rasputin addresses complex questions of ethics and spiritual revival.
